"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년(남)","1학년(여)","2학년(남)","2학년(여)","3학년(남)","3학년(여)","4학년(남)","4학년(여)","5학년(남)","5학년(여)","6학년(남)","6학년(여)","특수학급(남)","특수학급(여)","순회학급(남)","순회학급(여)","계(남)","계(여)","총계"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001738","서울노원초등학교","02","공립","N","","18","29","27","20","28","20","21","18","24","28","32","27","7","3","0","0","157","145","302"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001739","서울노일초등학교","02","공립","N","","40","39","35","43","39","40","34","41","42","40","31","43","0","0","0","0","221","246","467"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001740","서울녹천초등학교","02","공립","N","","20","12","21","22","19","17","13","19","17","25","21","19","3","2","0","0","114","116","230"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001741","서울누원초등학교","02","공립","N","","60","56","65","72","58","57","56","60","59","63","53","78","3","5","0","0","354","391","745"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001742","서울당현초등학교","02","공립","N","","33","30","43","41","39","41","37","31","40","48","52","42","4","1","0","0","248","234","482"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001743","서울도봉초등학교","02","공립","N","","28","20","30","29","31","26","23","27","33","30","32","31","7","4","0","0","184","167","351"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001744","서울동일초등학교","02","공립","N","","45","48","61","42","56","42","56","49","60","59","59","53","0","0","0","0","337","293","630"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001745","서울방학초등학교","02","공립","N","","42","41","42","38","41","39","38","39","48","54","61","50","9","2","0","0","281","263","544"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001746","서울백운초등학교","02","공립","N","","51","58","73","56","61","56","65","49","79","75","72","60","6","3","0","0","407","357","764"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001747","서울불암초등학교","02","공립","N","","48","41","54","58","54","54","81","62","107","64","93","88","4","0","0","0","441","367","808"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001748","서울상경초등학교","02","공립","N","","46","58","62","43","53","60","42","44","57","50","57","52","9","2","0","0","326","309","635"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001749","서울상계초등학교","02","공립","N","","14","17","17","18","18","25","19","17","22","22","28","18","5","4","0","0","123","121","244"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001750","서울상곡초등학교","02","공립","N","","53","37","44","45","38","45","51","35","44","51","45","39","0","0","0","0","275","252","527"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001751","서울상수초등학교","02","공립","N","","40","43","42","44","58","47","52","45","68","57","63","50","0","0","0","0","323","286","609"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001752","서울상원초등학교","02","공립","N","","26","26","27","35","40","28","27","26","34","33","31","34","4","1","0","0","189","183","372"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001753","서울상월초등학교","02","공립","N","","11","11","19","21","17","22","10","9","12","14","23","11","0","1","0","0","92","89","181"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001754","서울상천초등학교","02","공립","N","","25","29","28","36","31","32","30","32","22","29","24","33","5","8","0","0","165","199","364"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001755","서울선곡초등학교","02","공립","N","","49","38","42","48","58","59","56","51","59","51","46","64","7","2","0","0","317","313","630"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001756","서울수락초등학교","02","공립","N","","27","35","43","44","25","36","35","31","37","44","52","39","9","3","0","0","228","232","460"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001757","서울수암초등학교","02","공립","N","","32","21","43","37","37","31","45","43","62","49","61","48","3","4","0","0","283","233","516"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001758","서울숭미초등학교","02","공립","N","","43","41","50","52","41","66","55","44","56","62","58","71","9","3","0","0","312","339","651"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001759","서울신계초등학교","02","공립","N","","17","11","20","20","13","20","25","19","18","20","27","21","6","2","0","0","126","113","239"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001760","서울신방학초등학교","02","공립","N","","21","32","28","22","23","29","27","29","29","38","36","44","2","3","0","0","166","197","363"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001761","서울신상계초등학교","02","공립","N","","22","24","35","35","32","26","33","27","28","29","34","32","9","2","0","0","193","175","368"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001762","서울신창초등학교","02","공립","N","","23","29","20","26","15","26","22","20","23","23","19","20","0","0","0","0","122","144","266"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001763","서울신학초등학교","02","공립","N","","27","28","37","25","34","34","29","23","37","37","37","39","10","0","0","0","211","186","397"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001764","서울신화초등학교","02","공립","N","","37","28","29","32","19","29","30","31","25","32","33","30","5","1","0","0","178","183","361"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001765","서울쌍문초등학교","02","공립","N","","37","49","57","45","48","38","46","52","43","51","51","59","7","3","0","0","289","297","586"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001766","서울연지초등학교","02","공립","N","","31","21","23","22","22","20","19","27","26","25","16","26","5","1","0","0","142","142","284"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001767","서울연촌초등학교","02","공립","N","","34","36","33","36","40","33","51","38","55","33","64","54","3","2","0","0","280","232","512"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001768","서울오봉초등학교","02","공립","N","","33","26","21","34","31","32","17","20","28","23","37","22","2","1","0","0","169","158","327"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001769","서울온곡초등학교","02","공립","N","","47","40","48","40","43","45","39","36","38","59","64","55","0","0","0","0","279","275","554"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001770","서울용동초등학교","02","공립","N","","12","19","22","20","19","14","19","16","23","31","29","24","5","1","0","0","129","125","254"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001771","서울용원초등학교","02","공립","N","","39","55","44","32","51","37","51","57","56","57","46","49","6","3","0","0","293","290","583"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001772","서울원광초등학교","02","공립","N","","36","31","45","48","49","49","79","48","70","54","77","79","0","0","0","0","356","309","665"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001773","서울월계초등학교","02","공립","N","","24","25","22","32","30","23","14","22","29","20","26","24","1","0","0","0","146","146","292"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001774","서울월천초등학교","02","공립","N","","24","28","24","36","24","25","32","21","34","35","41","29","7","3","0","0","186","177","363"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001775","서울을지초등학교","02","공립","N","","87","71","117","83","128","100","136","97","170","150","163","148","0","0","0","0","801","649","1450"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001776","서울자운초등학교","02","공립","N","","61","40","44","61","58","57","42","37","60","60","53","73","0","0","0","0","318","328","646"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001777","서울중계초등학교","02","공립","N","","52","56","67","65","72","70","67","70","86","76","72","89","2","0","0","0","418","426","844"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001778","서울중원초등학교","02","공립","N","","35","35","38","45","31","18","33","36","28","39","31","44","0","0","0","0","196","217","413"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001779","서울중평초등학교","02","공립","N","","108","84","93","101","101","122","122","95","126","120","121","133","3","2","0","0","674","657","1331"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001780","서울중현초등학교","02","공립","N","","14","4","18","9","6","3","8","17","15","9","10","18","3","3","0","0","74","63","137"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001781","서울창경초등학교","02","공립","N","","55","65","62","66","78","67","67","65","95","70","82","69","0","0","0","0","439","402","841"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001782","서울창도초등학교","02","공립","N","","54","51","64","48","50","65","62","64","70","60","76","56","3","0","0","0","379","344","723"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001783","서울창동초등학교","02","공립","N","","30","31","34","27","39","27","31","29","37","23","30","39","4","0","0","0","205","176","381"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001784","서울창림초등학교","02","공립","N","","75","72","77","61","74","64","69","63","90","82","83","74","7","3","0","0","475","419","894"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001785","서울창원초등학교","02","공립","N","","17","17","17","21","27","20","24","32","36","34","16","27","3","2","0","0","140","153","293"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001786","서울창일초등학교","02","공립","N","","47","58","70","45","70","63","77","82","82","69","73","75","0","0","0","0","419","392","811"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001787","서울청계초등학교","02","공립","N","","18","18","18","23","22","23","22","18","33","23","26","26","4","2","0","0","143","133","276"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001788","서울초당초등학교","02","공립","N","","42","56","82","54","84","58","70","77","75","61","103","68","0","0","0","0","456","374","830"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001789","서울태랑초등학교","02","공립","N","","65","75","71","59","69","79","81","76","74","78","85","67","4","4","0","0","449","438","887"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001790","서울태릉초등학교","02","공립","N","","60","78","86","79","75","57","69","66","81","54","70","76","5","2","0","0","446","412","858"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001791","서울한천초등학교","02","공립","N","","79","63","73","56","62","64","66","64","69","77","82","51","0","0","0","0","431","375","806"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001792","청원초등학교","02","사립","N","","60","61","60","60","60","62","60","60","58","62","57","49","0","0","0","0","355","354","709"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001793","태강삼육초등학교","02","사립","N","","60","60","62","65","66","62","60","67","59","69","61","67","0","0","0","0","368","390","758"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001794","한신초등학교","02","사립","N","","56","56","56","56","59","55","52","49","51","35","18","32","0","0","0","0","292","283","575"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001795","화랑초등학교","02","사립","N","","48","49","57","58","59","55","58","54","57","55","47","57","0","0","0","0","326","328","654"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010001966","경기초등학교","02","사립","N","","48","48","48","48","48","48","46","50","48","48","50","44","0","0","0","0","288","286","574"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010001967","명지초등학교","02","사립","N","","60","62","59","63","61","59","60","60","63","57","57","44","0","0","0","0","360","345","705"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001968","서울갈현초등학교","02","공립","N","","71","68","92","70","74","60","96","76","81","107","99","84","9","1","0","0","522","466","988"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010001969","서울고은초등학교","02","공립","N","","34","39","41","45","39","42","39","36","40","45","33","35","4","4","0","0","230","246","476"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001970","서울공덕초등학교","02","공립","N","","71","58","64","62","60","69","58","53","65","59","42","51","9","3","0","0","369","355","724"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001971","서울구산초등학교","02","공립","N","","70","60","66","74","70","73","65","69","71","84","92","79","12","2","0","0","446","441","887"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010001972","서울금화초등학교","02","공립","N","","42","41","34","32","30","38","32","47","31","41","37","43","5","5","0","0","211","247","458"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001973","서울녹번초등학교","02","공립","N","","40","69","71","69","59","56","69","52","70","66","58","72","3","1","0","0","370","385","755"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010001974","서울대신초등학교","02","공립","N","","14","22","13","16","12","14","16","16","14","14","13","15","5","2","0","0","87","99","186"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001975","서울대은초등학교","02","공립","N","","19","7","12","15","10","7","13","9","16","12","19","17","4","1","0","0","93","68","161"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001976","서울대조초등학교","02","공립","N","","63","46","66","57","68","65","59","55","70","69","69","68","8","7","0","0","403","367","770"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001977","서울동교초등학교","02","공립","N","","57","53","57","61","61","64","61","70","68","66","76","80","0","0","0","0","380","394","774"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001978","서울마포초등학교","02","공립","N","","67","49","68","55","56","59","58","51","76","48","44","59","3","1","0","0","372","322","694"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001979","서울망원초등학교","02","공립","N","","30","24","19","19","19","22","20","10","30","15","26","19","0","0","0","0","144","109","253"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010001980","서울미동초등학교","02","공립","N","","31","19","26","28","20","20","28","21","24","26","26","31","1","1","0","0","156","146","302"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010001981","서울북가좌초등학교","02","공립","N","","88","93","86","89","95","85","115","84","105","101","105","120","9","6","0","0","603","578","1181"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010001982","서울북성초등학교","02","공립","N","","80","99","86","100","82","98","71","79","81","74","62","55","3","0","0","0","465","505","970"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001983","서울북한산초등학교","02","공립","N","","8","9","6","8","10","7","10","7","15","7","18","8","2","1","0","0","69","47","116"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001984","서울불광초등학교","02","공립","N","","60","59","52","64","56","50","73","53","59","51","63","50","5","1","0","0","368","328","696"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001985","서울상신초등학교","02","공립","N","","48","58","53","53","53","38","42","64","39","54","56","45","8","0","0","0","299","312","611"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001986","서울상암초등학교","02","공립","N","","46","44","46","38","40","27","39","33","52","50","40","51","1","0","0","0","264","243","507"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001987","서울서강초등학교","02","공립","N","","115","92","101","91","83","88","74","84","98","82","83","60","4","1","0","0","558","498","1056"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001988","서울서교초등학교","02","공립","N","","22","23","25","27","34","32","32","26","42","38","40","32","3","0","0","0","198","178","376"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001989","서울성산초등학교","02","공립","N","","62","46","62","64","60","52","36","57","51","53","59","49","5","5","0","0","335","326","661"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001990","서울성서초등학교","02","공립","N","","23","29","42","39","39","39","31","32","39","52","46","62","6","2","0","0","226","255","481"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001991","서울성원초등학교","02","공립","N","","22","26","26","27","22","21","18","23","24","31","37","38","0","0","0","0","149","166","315"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001992","서울소의초등학교","02","공립","N","","38","42","41","41","37","32","39","28","37","46","30","32","5","2","0","0","227","223","450"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001993","서울수색초등학교","02","공립","N","","29","31","28","24","30","21","17","15","18","15","19","21","2","1","0","0","143","128","271"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001994","서울신도초등학교","02","공립","N","","78","68","79","59","78","62","80","75","104","78","117","119","5","2","0","0","541","463","1004"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001995","서울신북초등학교","02","공립","N","","47","45","47","60","47","63","57","78","70","65","65","66","2","1","0","0","335","378","713"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001996","서울신사초등학교","02","공립","N","","28","30","32","24","18","26","29","39","38","37","28","41","7","4","0","0","180","201","381"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001997","서울신석초등학교","02","공립","N","","46","47","52","59","56","53","57","51","53","60","61","52","7","2","0","0","332","324","656"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001998","서울아현초등학교","02","공립","N","","89","72","62","68","52","43","44","46","53","43","38","45","5","1","0","0","343","318","661"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010001999","서울안산초등학교","02","공립","N","","46","36","52","51","60","58","46","56","49","46","65","66","9","2","0","0","327","315","642"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010002000","서울역촌초등학교","02","공립","N","","81","82","87","109","106","101","101","101","148","132","126","126","0","0","0","0","649","651","1300"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010002001","서울연가초등학교","02","공립","N","","143","127","164","129","123","123","115","113","148","119","113","125","6","7","0","0","812","743","1555"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010002002","서울연신초등학교","02","공립","N","","16","20","19","21","10","17","21","18","29","20","21","23","8","1","0","0","124","120","244"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010002003","서울연은초등학교","02","공립","N","","53","65","67","69","66","64","77","67","70","71","55","59","3","2","0","0","391","397","788"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010002004","서울연천초등학교","02","공립","N","","11","13","15","21","18","13","23","19","20","19","25","20","11","1","0","0","123","106","229"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010002005","서울연희초등학교","02","공립","N","","54","54","53","47","55","73","51","61","62","50","52","54","8","1","0","0","335","340","675"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010002006","서울염리초등학교","02","공립","N","","108","142","129","136","110","110","110","120","127","123","100","124","6","2","0","0","690","757","1447"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010002007","서울용강초등학교","02","공립","N","","44","42","34","51","50","46","40","41","49","58","35","39","6","5","0","0","258","282","540"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010002008","서울은평초등학교","02","공립","N","","92","69","94","105","86","87","64","61","73","77","53","63","11","1","0","0","473","463","936"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010002009","서울응암초등학교","02","공립","N","","63","67","81","65","71","62","65","68","76","78","74","74","17","3","0","0","447","417","864"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010002010","서울인왕초등학교","02","공립","N","","35","49","48","47","43","55","33","35","31","40","41","45","1","2","0","0","232","273","505"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010002011","서울중동초등학교","02","공립","N","","40","41","33","45","30","47","23","32","55","41","49","33","4","3","0","0","234","242","476"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010002012","서울증산초등학교","02","공립","N","","75","72","70","58","56","49","54","41","61","55","60","55","3","2","0","0","379","332","711"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010002013","서울창서초등학교","02","공립","N","","17","15","9","14","15","11","11","12","12","14","16","14","2","1","0","0","82","81","163"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010002014","서울창천초등학교","02","공립","N","","16","19","22","20","15","12","11","4","5","11","17","12","4","1","0","0","90","79","169"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010002015","서울한서초등학교","02","공립","N","","82","85","68","64","67","70","57","63","74","70","51","61","2","1","0","0","401","414","815"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010002016","서울홍연초등학교","02","공립","N","","32","35","40","44","49","48","44","45","58","63","52","48","3","3","0","0","278","286","564"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010002017","서울홍은초등학교","02","공립","N","","37","24","27","32","21","28","40","22","26","34","19","22","9","1","0","0","179","163","342"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010002018","서울홍제초등학교","02","공립","N","","72","69","59","87","58","72","67","67","70","68","72","81","10","2","0","0","408","446","854"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010002019","선일초등학교","02","사립","N","","42","42","44","40","41","39","38","42","36","29","23","26","0","0","0","0","224","218","442"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010002021","예일초등학교","02","사립","N","","44","42","44","42","41","44","41","43","33","47","28","30","0","0","0","0","231","248","479"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010002023","이화여자대학교사범대학부속초등학교","02","사립","N","","52","52","52","52","52","52","52","52","52","52","49","55","0","0","0","0","309","315","624"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010002024","추계초등학교","02","사립","N","","31","30","30","31","33","27","28","32","31","29","24","31","0","0","0","0","177","180","357"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010002025","충암초등학교","02","사립","N","","58","56","56","56","66","64","64","60","60","55","44","28","0","0","0","0","348","319","667"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010002026","홍익대학교사범대학부속초등학교","02","사립","N","","42","42","42","43","43","43","43","43","42","42","45","37","0","0","0","0","257","250","507"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 광진구","S010002163","경복초등학교","02","사립","N","","63","60","62","60","65","58","64","58","55","64","64","76","0","0","0","0","373","376","749"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 성동구","S010002164","서울경동초등학교","02","공립","N","","68","61","58","51","79","60","66","57","77","68","77","67","6","6","0","0","431","370","801"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 성동구","S010002165","서울경수초등학교","02","공립","N","","15","11","16","17","14","15","27","17","17","20","21","20","4","3","0","0","114","103","217"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 성동구","S010002166","서울경일초등학교","02","공립","N","","23","16","17","12","19","20","20","19","15","17","18","17","3","0","0","0","115","101","216"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 광진구","S010002167","서울광남초등학교","02","공립","N","","76","80","101","92","104","89","131","101","123","131","131","126","0","0","0","0","666","619","1285"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 광진구","S010002168","서울광장초등학교","02","공립","N","","24","22","33","21","29","19","19","23","31","19","34","33","9","3","0","0","179","140","319"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 광진구","S010002169","서울구남초등학교","02","공립","N","","64","68","52","49","61","63","47","61","73","59","52","67","0","0","0","0","349","367","716"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 광진구","S010002170","서울구의초등학교","02","공립","N","","48","40","52","51","42","40","39","36","55","44","36","31","13","1","0","0","285","243","528"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 성동구","S010002171","서울금북초등학교","02","공립","N","","43","51","77","65","57","64","66","59","61","65","58","56","9","3","0","0","371","363","734"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 성동구","S010002172","서울금옥초등학교","02","공립","N","","41","41","46","27","22","16","25","14","24","18","13","19","4","2","0","0","175","137","312"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 성동구","S010002173","서울금호초등학교","02","공립","N","","61","61","46","60","50","46","46","39","39","44","41","38","8","3","0","0","291","291","582"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 성동구","S010002174","서울동명초등학교","02","공립","N","","18","20","17","11","16","22","23","15","25","19","42","25","8","7","0","0","149","119","268"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 광진구","S010002175","서울동의초등학교","02","공립","N","","44","39","51","56","45","57","60","62","57","63","69","50","6","3","0","0","332","330","662"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 광진구","S010002176","서울동자초등학교","02","공립","N","","96","79","106","95","103","69","82","89","91","96","77","105","0","0","0","0","555","533","1088"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 성동구","S010002177","서울무학초등학교","02","공립","N","","38","33","31","42","33","30","44","39","40","36","39","42","8","3","0","0","233","225","458"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 성동구","S010002178","서울사근초등학교","02","공립","N","","17","6","12","16","14","18","16","10","13","12","7","11","7","3","0","0","86","76","162"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 성동구","S010002179","서울성수초등학교","02","공립","N","","17","13","10","23","23","19","24","15","22","23","26","25","4","1","0","0","126","119","245"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 광진구","S010002180","서울성자초등학교","02","공립","N","","32","50","34","41","51","49","42","42","53","41","47","51","2","0","0","0","261","274","535"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 광진구","S010002181","서울신양초등학교","02","공립","N","","37","33","38","45","36","36","33","42","37","39","48","43","5","3","0","0","234","241","475"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 광진구","S010002182","서울신자초등학교","02","공립","N","","22","27","30","20","29","20","22","30","23","32","23","18","7","1","0","0","156","148","304"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 광진구","S010002183","서울양남초등학교","02","공립","N","","17","9","7","11","10","20","11","12","11","13","8","7","8","1","0","0","72","73","145"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 성동구","S010002184","서울옥수초등학교","02","공립","N","","50","50","50","52","53","32","35","48","30","48","43","36","4","1","0","0","265","267","532"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 성동구","S010002185","서울옥정초등학교","02","공립","N","","53","56","60","60","50","63","60","55","50","72","58","52","7","2","0","0","338","360","698"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 광진구","S010002186","서울용곡초등학교","02","공립","N","","39","34","35","28","39","32","30","30","44","36","42","44","4","0","0","0","233","204","437"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 성동구","S010002187","서울용답초등학교","02","공립","N","","19","12","16","16","13","18","11","10","23","24","24","21","2","6","0","0","108","107","215"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 광진구","S010002188","서울용마초등학교","02","공립","N","","84","71","99","85","79","71","89","82","92","83","101","86","8","4","0","0","552","482","1034"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 성동구","S010002189","서울응봉초등학교","02","공립","N","","54","52","53","49","58","49","59","53","55","74","69","57","0","0","0","0","348","334","682"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 광진구","S010002190","서울자양초등학교","02","공립","N","","36","33","38","36","45","31","32","40","41","44","42","37","3","2","0","0","237","223","460"
