"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년(남)","1학년(여)","2학년(남)","2학년(여)","3학년(남)","3학년(여)","4학년(남)","4학년(여)","5학년(남)","5학년(여)","6학년(남)","6학년(여)","특수학급(남)","특수학급(여)","순회학급(남)","순회학급(여)","계(남)","계(여)","총계"
"서울특별시교육청","교육부","서울특별시 서초구","S000003511","서울교육대학교부설초등학교","02","국립","N","","49","46","47","48","49","46","53","51","50","57","54","56","3","1","0","0","305","305","610"
"서울특별시교육청","교육부","서울특별시 종로구","S000003563","서울대학교사범대학부설초등학교","02","국립","N","","43","41","48","49","51","50","52","53","52","51","52","46","4","3","0","0","302","293","595"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000738","서울개일초등학교","02","공립","N","","92","93","87","91","89","75","90","91","85","98","87","89","0","0","0","0","530","537","1067"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000739","서울개포초등학교","02","공립","N","","64","67","47","40","55","63","51","70","60","50","37","42","2","1","0","0","316","333","649"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000741","서울구룡초등학교","02","공립","N","","56","66","55","47","60","55","57","58","72","61","75","64","6","5","0","0","381","356","737"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000742","서울논현초등학교","02","공립","N","","20","23","12","17","16","27","20","13","24","22","19","23","8","4","0","0","119","129","248"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000743","서울대곡초등학교","02","공립","N","","59","52","87","83","88","74","109","101","133","123","145","119","2","0","0","0","623","552","1175"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000744","서울대도초등학교","02","공립","N","","122","131","121","125","155","139","167","165","221","229","199","211","0","0","0","0","985","1000","1985"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000745","서울대모초등학교","02","공립","N","","63","46","73","51","80","57","94","54","84","64","106","75","1","1","0","0","501","348","849"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000746","서울대왕초등학교","02","공립","N","","33","38","44","41","38","38","44","47","53","42","76","62","2","4","0","0","290","272","562"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000747","서울대진초등학교","02","공립","N","","18","15","22","26","22","20","25","22","28","18","24","22","2","1","0","0","141","124","265"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000748","서울대청초등학교","02","공립","N","","7","9","9","7","7","12","10","3","4","11","10","9","6","1","0","0","53","52","105"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000749","서울대치초등학교","02","공립","N","","74","85","72","78","111","85","159","116","166","151","216","148","0","0","0","0","798","663","1461"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000750","서울대현초등학교","02","공립","N","","56","35","53","54","72","50","73","56","116","56","142","73","6","0","0","0","518","324","842"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000751","서울도곡초등학교","02","공립","N","","53","51","55","58","65","66","94","57","84","87","113","87","4","5","0","0","468","411","879"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000752","서울도성초등학교","02","공립","N","","108","113","76","147","152","128","134","176","172","204","188","204","2","1","0","0","832","973","1805"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000753","서울반원초등학교","02","공립","N","","88","95","111","106","126","92","136","99","115","132","143","122","0","0","0","0","719","646","1365"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000755","서울방배초등학교","02","공립","N","","55","56","48","63","57","69","58","67","87","82","65","79","5","4","0","0","375","420","795"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000756","서울방일초등학교","02","공립","N","","81","82","80","100","75","84","72","77","82","74","84","70","6","0","0","0","480","487","967"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000757","서울방현초등학교","02","공립","N","","14","13","19","18","10","9","14","16","17","30","28","20","0","0","0","0","102","106","208"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000758","서울봉은초등학교","02","공립","N","","42","34","42","36","40","31","41","37","39","35","52","29","0","0","0","0","256","202","458"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000759","서울삼릉초등학교","02","공립","N","","47","46","43","28","46","40","50","28","54","49","55","49","1","0","0","0","296","240","536"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000760","서울서래초등학교","02","공립","N","","67","88","89","105","103","117","99","120","129","136","130","140","12","2","0","0","629","708","1337"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000761","서울서원초등학교","02","공립","N","","122","111","121","138","130","124","138","122","119","145","118","113","10","2","0","0","758","755","1513"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000762","서울서이초등학교","02","공립","N","","115","124","124","142","122","116","99","106","103","149","109","116","0","0","0","0","672","753","1425"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000763","서울서일초등학교","02","공립","N","","34","38","41","38","46","42","46","32","47","46","47","36","5","0","0","0","266","232","498"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000764","서울서초초등학교","02","공립","N","","84","60","76","88","78","94","96","77","89","83","105","92","3","2","0","0","531","496","1027"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000765","서울수서초등학교","02","공립","N","","12","13","12","16","9","6","14","9","4","12","13","15","5","2","0","0","69","73","142"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000766","서울신구초등학교","02","공립","N","","26","34","47","44","33","37","43","32","47","41","30","42","8","2","0","0","234","232","466"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000767","서울신동초등학교","02","공립","N","","80","71","87","82","90","91","103","83","117","118","140","102","0","0","0","0","617","547","1164"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000768","서울신중초등학교","02","공립","N","","69","61","66","58","75","60","79","59","93","73","70","65","3","2","0","0","455","378","833"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000769","서울압구정초등학교","02","공립","N","","68","60","67","78","63","72","64","60","100","74","77","79","0","0","0","0","439","423","862"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000770","서울양재초등학교","02","공립","N","","35","39","31","25","60","37","52","49","63","43","48","42","6","3","0","0","295","238","533"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000771","서울양전초등학교","02","공립","N","","26","16","20","30","29","34","37","26","28","52","47","50","4","3","0","0","191","211","402"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000772","서울언남초등학교","02","공립","N","","54","85","75","80","104","114","114","90","82","97","77","78","11","2","0","0","517","546","1063"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000773","서울언북초등학교","02","공립","N","","101","115","132","115","137","143","160","119","172","160","168","127","7","3","0","0","877","782","1659"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000774","서울언주초등학교","02","공립","N","","108","88","103","109","113","123","122","151","117","144","143","148","6","6","0","0","712","769","1481"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000775","서울역삼초등학교","02","공립","N","","20","13","37","20","27","30","25","27","36","21","37","24","6","3","0","0","188","138","326"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000776","서울영희초등학교","02","공립","N","","24","17","28","21","17","21","26","27","19","25","38","30","12","1","0","0","164","142","306"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000777","서울왕북초등학교","02","공립","N","","66","45","80","62","66","61","75","72","91","80","74","66","8","0","0","0","460","386","846"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000778","서울우암초등학교","02","공립","N","","28","19","25","16","22","15","18","21","20","21","20","19","4","4","0","0","137","115","252"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000779","서울원명초등학교","02","공립","N","","95","80","104","79","96","110","123","85","116","88","101","98","0","0","0","0","635","540","1175"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000780","서울원촌초등학교","02","공립","N","","77","76","81","102","85","82","87","76","101","95","89","97","8","2","0","0","528","530","1058"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000781","서울이수초등학교","02","공립","N","","40","48","54","42","38","41","52","48","41","37","61","53","5","5","0","0","291","274","565"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000782","서울일원초등학교","02","공립","N","","95","94","101","98","105","78","134","91","139","83","134","106","3","0","0","0","711","550","1261"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010000783","서울잠원초등학교","02","공립","N","","118","108","137","125","149","121","130","125","161","150","157","146","0","0","0","0","852","775","1627"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000784","서울청담초등학교","02","공립","N","","45","45","48","41","40","35","41","38","35","31","40","40","0","0","0","0","249","230","479"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000785","서울포이초등학교","02","공립","N","","43","35","43","36","42","38","36","51","29","44","38","47","6","0","0","0","237","251","488"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010000786","서울학동초등학교","02","공립","N","","29","48","42","35","43","41","39","38","40","44","42","36","0","0","0","0","235","242","477"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000897","서울가동초등학교","02","공립","N","","59","41","61","64","60","65","65","62","82","80","85","70","1","0","0","0","413","382","795"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000898","서울가락초등학교","02","공립","N","","117","101","115","86","102","92","101","97","121","101","86","83","6","0","0","0","648","560","1208"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000899","서울가원초등학교","02","공립","N","","50","55","40","54","59","53","69","51","45","50","44","57","0","0","0","0","307","320","627"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000900","서울가주초등학교","02","공립","N","","64","65","85","60","60","68","54","60","69","78","74","58","0","0","0","0","406","389","795"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000901","서울강덕초등학교","02","공립","N","","99","78","94","94","106","108","135","86","94","103","88","74","3","1","0","0","619","544","1163"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000902","서울강동초등학교","02","공립","N","","41","44","43","51","34","40","47","36","47","46","53","49","5","4","0","0","270","270","540"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000903","서울강일초등학교","02","공립","N","","54","45","56","53","49","49","67","49","67","66","67","65","2","1","0","0","362","328","690"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000904","서울거여초등학교","02","공립","N","","82","46","59","55","40","53","57","53","57","57","69","44","7","6","0","0","371","314","685"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000905","서울거원초등학교","02","공립","N","","47","51","59","53","46","45","56","37","54","58","66","54","7","3","0","0","335","301","636"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000906","서울고덕초등학교","02","공립","N","","60","50","37","44","49","32","35","25","41","30","24","29","5","3","0","0","251","213","464"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000907","서울고명초등학교","02","공립","N","","73","67","73","62","71","75","68","61","72","57","74","48","0","0","0","0","431","370","801"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000908","서울고일초등학교","02","공립","N","","145","159","171","151","185","167","135","160","150","152","140","126","2","3","0","0","928","918","1846"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000909","서울길동초등학교","02","공립","N","","48","57","55","52","70","72","57","52","76","77","77","57","9","3","0","0","392","370","762"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000910","서울남천초등학교","02","공립","N","","19","30","20","23","24","26","24","29","31","36","32","30","3","2","0","0","153","176","329"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000911","서울대명초등학교","02","공립","N","","47","55","67","57","50","71","51","75","81","69","73","67","4","1","0","0","373","395","768"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000913","서울마천초등학교","02","공립","N","","57","58","60","66","59","57","72","49","69","73","94","82","9","2","0","0","420","387","807"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000914","서울명덕초등학교","02","공립","N","","136","127","157","141","177","152","136","143","147","159","176","143","5","3","0","0","934","868","1802"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000915","서울명원초등학교","02","공립","N","","50","40","55","62","72","48","67","55","75","83","68","67","3","4","0","0","390","359","749"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000916","서울명일초등학교","02","공립","N","","71","77","108","81","77","97","89","63","90","88","79","87","9","2","0","0","523","495","1018"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000917","서울묘곡초등학교","02","공립","N","","88","80","117","93","137","121","130","120","151","130","165","118","2","0","0","0","790","662","1452"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000918","서울문덕초등학교","02","공립","N","","53","46","46","52","50","39","37","65","42","37","48","43","4","1","0","0","280","283","563"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000919","서울문정초등학교","02","공립","N","","63","63","46","60","43","48","57","59","60","83","62","70","3","3","0","0","334","386","720"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000920","서울방산초등학교","02","공립","N","","54","53","49","61","59","38","61","47","41","58","65","65","0","0","0","0","329","322","651"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000921","서울방이초등학교","02","공립","N","","51","46","55","45","50","43","41","24","50","41","51","42","5","3","0","0","303","244","547"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000922","서울삼전초등학교","02","공립","N","","42","58","56","38","54","69","50","53","57","76","63","64","14","2","0","0","336","360","696"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000923","서울상일초등학교","02","공립","N","","13","6","14","16","17","11","10","14","21","12","21","11","1","1","0","0","97","71","168"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000924","서울석촌초등학교","02","공립","N","","57","63","60","50","52","55","51","49","69","52","61","60","13","1","0","0","363","330","693"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000925","서울선린초등학교","02","공립","N","","41","27","33","48","35","40","36","20","40","37","40","23","3","0","0","0","228","195","423"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000926","서울선사초등학교","02","공립","N","","43","37","46","35","47","42","49","47","76","50","59","55","0","0","0","0","320","266","586"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000927","서울성내초등학교","02","공립","N","","62","69","68","78","68","64","74","55","65","69","68","61","11","2","0","0","416","398","814"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000928","서울성일초등학교","02","공립","N","","83","79","98","68","99","78","103","78","88","82","93","94","3","3","0","0","567","482","1049"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000929","서울세륜초등학교","02","공립","N","","47","38","40","38","46","43","51","52","62","53","59","61","8","5","0","0","313","290","603"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000930","서울송전초등학교","02","공립","N","","72","52","61","74","73","70","56","58","66","70","68","63","0","0","0","0","396","387","783"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000931","서울송파초등학교","02","공립","N","","55","40","49","43","48","40","43","43","41","55","45","44","2","0","0","0","283","265","548"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000932","서울신가초등학교","02","공립","N","","44","48","59","62","54","53","52","46","58","64","54","67","7","0","0","0","328","340","668"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000933","서울신명초등학교","02","공립","N","","40","21","35","41","28","26","38","33","49","43","37","27","1","0","0","0","228","191","419"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000934","서울신암초등학교","02","공립","N","","69","61","79","51","53","57","52","47","70","63","56","48","6","4","0","0","385","331","716"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000935","서울신천초등학교","02","공립","N","","32","29","29","28","35","40","34","32","29","38","40","34","10","1","0","0","209","202","411"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000936","서울아주초등학교","02","공립","N","","34","31","28","27","40","30","21","28","36","34","39","44","0","0","0","0","198","194","392"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000937","서울영풍초등학교","02","공립","N","","47","57","55","62","48","52","49","46","56","64","68","57","6","3","0","0","329","341","670"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000938","서울오금초등학교","02","공립","N","","71","58","56","66","42","60","56","51","45","40","57","54","3","1","0","0","330","330","660"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000939","서울오륜초등학교","02","공립","N","","40","25","45","28","36","25","33","49","59","53","59","49","0","0","0","0","272","229","501"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000941","서울잠동초등학교","02","공립","N","","78","65","71","77","54","65","71","78","76","63","70","76","0","0","0","0","420","424","844"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000942","서울잠신초등학교","02","공립","N","","111","94","106","92","114","119","125","120","139","142","125","129","0","0","0","0","720","696","1416"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000943","서울잠실초등학교","02","공립","N","","78","81","115","63","90","93","82","67","95","80","90","70","7","2","0","0","557","456","1013"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000944","서울잠일초등학교","02","공립","N","","127","113","144","117","139","121","127","152","173","164","152","141","5","1","0","0","867","809","1676"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000945","서울잠전초등학교","02","공립","N","","45","47","43","37","33","34","32","38","48","54","45","52","6","2","0","0","252","264","516"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000946","서울중대초등학교","02","공립","N","","98","69","81","69","92","70","88","88","96","89","84","80","3","1","0","0","542","466","1008"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000947","서울천동초등학교","02","공립","N","","67","52","79","62","75","59","64","60","64","69","59","50","5","5","0","0","413","357","770"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000948","서울천일초등학교","02","공립","N","","18","12","26","28","27","19","21","19","24","26","26","27","3","2","0","0","145","133","278"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000949","서울천호초등학교","02","공립","N","","52","52","60","48","52","49","55","52","54","61","59","65","4","4","0","0","336","331","667"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000950","서울토성초등학교","02","공립","N","","80","56","51","50","51","51","61","49","63","67","63","51","3","2","0","0","372","326","698"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000951","서울평화초등학교","02","공립","N","","22","11","17","19","8","15","16","8","21","9","15","10","2","2","0","0","101","74","175"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000952","서울풍납초등학교","02","공립","N","","27","28","23","27","31","34","31","18","34","28","35","25","4","2","0","0","185","162","347"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010000953","서울풍성초등학교","02","공립","N","","26","25","21","14","36","18","29","32","22","18","29","19","2","0","0","0","165","126","291"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010000954","서울한산초등학교","02","공립","N","","62","52","61","58","52","49","77","58","63","62","59","61","2","2","0","0","376","342","718"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001004","서울가곡초등학교","02","공립","N","","40","44","39","55","57","71","65","53","76","75","71","84","0","0","0","0","348","382","730"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001005","서울가양초등학교","02","공립","N","","24","24","17","18","17","11","17","14","9","18","17","13","7","1","0","0","108","99","207"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001006","서울갈산초등학교","02","공립","N","","68","68","75","77","86","63","89","77","92","94","128","105","0","0","0","0","538","484","1022"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001007","서울강서초등학교","02","공립","N","","65","69","53","64","100","79","77","73","86","91","97","77","14","3","0","0","492","456","948"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001008","서울강신초등학교","02","공립","N","","52","47","57","60","57","59","66","57","60","65","77","81","2","2","0","0","371","371","742"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001009","서울강월초등학교","02","공립","N","","23","37","23","38","44","45","45","35","56","49","42","36","2","4","0","0","235","244","479"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001010","서울개화초등학교","02","공립","N","","8","8","6","7","5","6","9","7","3","8","12","6","2","2","0","0","45","44","89"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001011","서울경인초등학교","02","공립","N","","79","61","89","83","80","68","112","80","134","90","113","106","0","0","0","0","607","488","1095"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001012","서울계남초등학교","02","공립","N","","46","38","64","57","52","59","65","49","70","81","66","64","4","2","0","0","367","350","717"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001013","서울공진초등학교","02","공립","N","","162","159","156","143","186","152","176","185","153","152","152","152","7","2","0","0","992","945","1937"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001014","서울공항초등학교","02","공립","N","","118","107","124","127","123","140","124","135","159","134","124","119","11","5","0","0","783","767","1550"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001015","서울남명초등학교","02","공립","N","","49","42","49","55","37","54","43","31","50","50","41","38","6","4","0","0","275","274","549"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001016","서울내발산초등학교","02","공립","N","","76","74","100","102","86","107","96","90","130","135","146","139","9","2","0","0","643","649","1292"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001017","서울등명초등학교","02","공립","N","","10","11","14","4","7","9","6","0","9","12","12","6","4","1","0","0","62","43","105"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001018","서울등서초등학교","02","공립","N","","30","20","20","26","16","18","23","11","25","31","28","20","1","5","0","0","143","131","274"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001019","서울등양초등학교","02","공립","N","","19","14","16","14","15","12","7","15","15","11","11","11","3","1","0","0","86","78","164"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001020","서울등원초등학교","02","공립","N","","21","8","15","13","9","14","12","10","14","10","8","17","6","3","0","0","85","75","160"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001021","서울등촌초등학교","02","공립","N","","41","37","45","40","35","43","32","28","42","40","40","36","2","1","0","0","237","225","462"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001022","서울등현초등학교","02","공립","N","","50","37","43","40","53","45","46","40","47","39","38","54","0","0","0","0","277","255","532"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001023","서울목동초등학교","02","공립","N","","85","66","99","101","92","117","115","115","131","142","132","136","11","1","0","0","665","678","1343"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001024","서울목원초등학교","02","공립","N","","23","33","33","24","26","26","52","40","45","36","53","68","0","0","0","0","232","227","459"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001025","서울발산초등학교","02","공립","N","","71","68","81","63","84","64","91","87","109","103","109","95","4","3","0","0","549","483","1032"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001026","서울방화초등학교","02","공립","N","","40","32","46","45","47","42","36","32","55","53","49","41","3","1","0","0","276","246","522"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001027","서울백석초등학교","02","공립","N","","48","56","35","47","42","40","41","30","38","45","44","28","3","3","0","0","251","249","500"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001028","서울삼정초등학교","02","공립","N","","15","18","23","20","17","16","21","20","19","18","17","15","1","3","0","0","113","110","223"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001029","서울서정초등학교","02","공립","N","","53","53","64","58","62","63","56","74","72","83","88","75","5","1","0","0","400","407","807"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001030","서울송정초등학교","02","공립","N","","62","77","54","94","55","54","54","42","58","62","67","30","5","6","0","0","355","365","720"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001031","서울송화초등학교","02","공립","N","","114","97","90","86","91","96","117","99","91","117","115","103","4","4","0","0","622","602","1224"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001032","서울신강초등학교","02","공립","N","","20","27","37","22","37","37","29","28","29","32","59","36","6","1","0","0","217","183","400"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001033","서울신곡초등학교","02","공립","N","","49","38","45","49","52","44","39","44","59","67","64","64","5","4","0","0","313","310","623"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001034","서울신남초등학교","02","공립","N","","89","101","109","83","80","70","74","70","59","82","73","60","6","4","0","0","490","470","960"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001035","서울신목초등학교","02","공립","N","","52","52","61","63","70","64","85","85","97","96","114","103","13","2","0","0","492","465","957"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001036","서울신서초등학교","02","공립","N","","72","68","61","81","105","96","116","106","90","99","104","91","0","0","0","0","548","541","1089"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001037","서울신원초등학교","02","공립","N","","37","36","27","22","42","32","33","34","38","31","45","26","8","4","0","0","230","185","415"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001038","서울신월초등학교","02","공립","N","","49","59","48","44","45","46","54","42","53","49","52","52","5","6","0","0","306","298","604"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001039","서울신정초등학교","02","공립","N","","97","95","107","109","101","94","122","107","116","134","116","109","6","8","0","0","665","656","1321"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001040","서울양강초등학교","02","공립","N","","50","32","39","45","41","42","50","35","49","37","46","34","5","3","0","0","280","228","508"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001041","서울양동초등학교","02","공립","N","","27","23","28","25","21","26","29","25","29","27","43","28","5","3","0","0","182","157","339"
